Date,Route,Grade,Notes,URL,Pitches,Location,Average Rating,Your Rating,Style,Lead Style,Route Type,Your Suggested Grade,Length In Feet,Rating Code
2022-09-21,Hakuna Matata,5.12a,,https://www.mountainproject.com/route/107329629/hakuna-matata,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.7,3,Lead,Redpoint,Sport,5.12a,80,6600
2022-09-20,"Wild, Yet Tasty",5.12a,ဆယ့်ခြောက်ငါး,https://www.mountainproject.com/route/105943552/wild-yet-tasty,1,Kentucky > Red River Gorge > Northern Gorge > Left Flank,3.1,3,Lead,Redpoint,Sport,5.12a,55,6600
2022-09-12,Witness the Citrus,5.11c,,https://www.mountainproject.com/route/110356279/witness-the-citrus,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,3.9,4,Lead,Onsight,Sport,5.11c,95,5200
2022-09-05,Burlier's Bane,5.12a,Տասնյոթ հինգ,https://www.mountainproject.com/route/106538496/burliers-bane,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (5) Undertow Wall,2.8,1,Lead,Redpoint,Sport,5.12a,60,6600
2022-09-02,Lynx Jinx,5.11c,,https://www.mountainproject.com/route/106579832/lynx-jinx,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3.3,2,Lead,Onsight,Sport,5.11c,50,5200
2022-09-01,Snapper,5.11a,hiji dua puluh lima,https://www.mountainproject.com/route/106575787/snapper,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > The Motherlode > (5) Undertow Wall,3.1,4,Lead,Onsight,Sport,5.11a,60,4600
2022-09-01,Infectious,5.12b,"yigirma bir, besh",https://www.mountainproject.com/route/106169612/infectious,1,Kentucky > Red River Gorge > Northern Gorge > Left Flank,3.5,3,Lead,Redpoint,Sport,5.12b,45,6900
2022-09-01,Gold Rush,5.11d,,https://www.mountainproject.com/route/106980972/gold-rush,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.8,3,Lead,Onsight,Sport,5.11d,70,5500
2022-09-01,Plague Doctor,5.12a,Diciotto e venti,https://www.mountainproject.com/route/111790210/plague-doctor,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.6,3,Lead,Onsight,Sport,5.12a,80,6600
2022-08-30,Cannonball,5.11b,Keturiolika penkių,https://www.mountainproject.com/route/106309932/cannonball,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3,2,Lead,Onsight,Sport,5.11b,80,4900
2022-08-30,On Beyond Zebra!,5.11b,,https://www.mountainproject.com/route/106579826/on-beyond-zebra,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),2.7,2,Lead,Onsight,Sport,5.11b,80,4900
2022-08-30,Animal Husbandry,5.11b,,https://www.mountainproject.com/route/111046822/animal-husbandry,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3,2,Lead,Onsight,Sport,5.11b,80,4900
2022-08-30,Geezers Go Sport,5.11b,hiji dalapan,https://www.mountainproject.com/route/106127916/geezers-go-sport,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3.3,2,Lead,Onsight,Sport,5.11b,80,4900
2022-08-30,Spirit Fingers,5.11c,neljä kaksikymmentä,https://www.mountainproject.com/route/106081940/spirit-fingers,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.5,3,Lead,Onsight,Sport,5.11c,70,5200
2022-08-30,Crucify Me,5.11c,,https://www.mountainproject.com/route/107062126/crucify-me,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Shady Grove,3,2,Lead,Onsight,Sport,5.11c,70,5200
2022-08-30,Far From God,5.12b,"Zevenentwintig, elf",https://www.mountainproject.com/route/106912616/far-from-god,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Shady Grove,3.6,3,Lead,Onsight,Sport,5.12a,90,6900
2022-08-28,Phantom Pain,5.11c,,https://www.mountainproject.com/route/110231668/phantom-pain,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3,3,Lead,Onsight,Sport,5.11c,70,5200
2022-08-27,Sacbrood Virus,5.12a,ဆယ့်ခြောက်ရှစ်,https://www.mountainproject.com/route/112093413/sacbrood-virus,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.2,3,Lead,Redpoint,Sport,5.12a,75,6600
2022-08-25,Pre-Op,5.10d,,https://www.mountainproject.com/route/111229056/pre-op,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,2.8,2,Lead,Onsight,Sport,5.10d,45,3500
2022-08-24,Whip-Stocking,5.11a,twee een,https://www.mountainproject.com/route/106081917/whip-stocking,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.7,3,Lead,Onsight,Sport,5.11a,80,4600
2022-08-22,Magic Bed,5.11b/c,,https://www.mountainproject.com/route/110231621/magic-bed,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.4,2,Lead,Onsight,Sport,5.11b/c,70,5100
2022-08-22,Last Rites,5.12b,neljä kahdeksantoista,https://www.mountainproject.com/route/111311288/last-rites,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,3.8,4,Lead,Redpoint,Sport,5.12a/b,100,6900
2022-08-16,Super Dario,5.11a,,https://www.mountainproject.com/route/106121898/super-dario,1,Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge,3.6,3,Lead,Onsight,Sport,5.11a,70,4600
2022-08-15,Breakfast Burrito,5.10c/d,"שלושים ואחת, עשרים",https://www.mountainproject.com/route/106081922/breakfast-burrito,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Drive-Bob Parking > Drive-By Crag,3.7,3,Lead,Onsight,Sport,5.10c/d,80,3400
2022-08-15,Monkey in the Middle,5.11a,,https://www.mountainproject.com/route/106127925/monkey-in-the-middle,1,Kentucky > Red River Gorge > Natural Bridge Region > The Zoo (CLOSED) > The Old Zoo (CLOSED),3.5,2,Lead,Onsight,Sport,5.11a,80,4600
2022-08-14,A Hole New World,5.12a,여덟과 일곱,https://www.mountainproject.com/route/117646011/a-hole-new-world,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Hole in the Wall > Hole New Wall,3.1,2,Lead,Onsight,Sport,5.12a,65,6600
2022-08-10,Juju Fruit,5.10c,,https://www.mountainproject.com/route/110889566/juju-fruit,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > Fruit Wall,3.6,3,Lead,Onsight,Sport,5.10c,75,3200
2022-08-09,King Me,5.11b,"Zevenentwintig, veertien",https://www.mountainproject.com/route/105964688/king-me,1,Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge,3.8,3,Lead,Onsight,Sport,5.11b,90,4900
2022-08-06,Jack in the Pulpit,5.10d,,https://www.mountainproject.com/route/105917977/jack-in-the-pulpit,1,Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge,3.2,2,Lead,Onsight,Sport,5.10d,70,3500
2022-08-06,EGBG,5.10a,sefulutasi sefulufa,https://www.mountainproject.com/route/108766319/egbg,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.6,2,Lead,Onsight,Sport,5.10a,90,2600
2022-08-05,Loompa,5.10c/d,,https://www.mountainproject.com/route/106927842/loompa,1,Kentucky > Red River Gorge > (BRRP) Bald Rock Recreational Preserve > Chocolate Factory,3.5,3,Lead,Onsight,Sport,5.11a,60,3400
2022-08-02,Tesseract,5.10d,,https://www.mountainproject.com/route/110969192/tesseract,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Portal,3.6,3,Lead,Onsight,Sport,5.10d,55,3500
2022-08-02,Typhoid Mary,5.10a,sefulutasi lima,https://www.mountainproject.com/route/111229014/typhoid-mary,1,Kentucky > Red River Gorge > (MFRP) Miller Fork Recreational Preserve > The Infirmary,2.2,1,Lead,Onsight,Sport,5.10a,65,2600
2022-08-02,Diamond in the Rough,5.10c,"mejilelogun, mẹrin",https://www.mountainproject.com/route/105860768/diamond-in-the-rough,1,Kentucky > Red River Gorge > Natural Bridge Region > Emerald City,3.4,3,Lead,Onsight,Sport,5.10c,80,3200
2022-08-02,Ruby Slippers,5.10d,,https://www.mountainproject.com/route/105870235/ruby-slippers,1,Kentucky > Red River Gorge > Natural Bridge Region > Emerald City,3.1,2,Lead,Onsight,Sport,5.10d,70,3500
2022-08-02,No Place Like Home,5.11c PG13,eziyisikhombisa neshumi nanhlanu,https://www.mountainproject.com/route/105870227/no-place-like-home,1,Kentucky > Red River Gorge > Natural Bridge Region > Emerald City,3.8,2,Lead,Onsight,Sport,5.11c,100,5200
2022-08-01,Muffintop,5.10d,,https://www.mountainproject.com/route/108397003/muffintop,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > Bronaugh Wall,2.9,3,Lead,Onsight,Sport,5.10d,65,3500
2022-08-01,A Brief History of Climb,5.10b,,https://www.mountainproject.com/route/106125070/a-brief-history-of-climb,1,Kentucky > Red River Gorge > (PMRP) Pendergrass-Murray Recreational Preserve > Sore Heel Hollow > The Gallery,3.7,1,Lead,Onsight,Sport,5.10b,75,2900
2022-08-01,Dave the Dude,5.11d,"ceithre cinn is fiche, sé déag",https://www.mountainproject.com/route/106169442/dave-the-dude,1,Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge,3.8,4,Lead,Redpoint,Sport,5.11d,70,5500
2021-11-19,Banshee,5.11c,,https://www.mountainproject.com/route/106333612/banshee,1,Kentucky > Red River Gorge > Muir Valley > The Solarium,3.9,3,Lead,Redpoint,Sport,5.11c,100,5200
2021-11-02,Air Ride Equipped,5.11a,"I got it, onsight, no falls, went straight through. Sent!",https://www.mountainproject.com/route/106586504/air-ride-equipped,1,Kentucky > Red River Gorge > Muir Valley > The Solarium,3.6,4,TR,,Sport,5.11a,65,4600
2021-11-02,Boltergeist,5.10a/b,,https://www.mountainproject.com/route/106580228/boltergeist,1,Kentucky > Red River Gorge > Muir Valley > The Hideout,3.3,2,Lead,Onsight,Sport,5.10a/b,95,2800
2021-10-01,Smokin' Joe,5.11,hiji salapan,https://www.mountainproject.com/route/106282997/smokin-joe,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.2,2,Lead,Onsight,Sport,5.11,80,5000
2021-10-01,The Infidel,5.11d,,https://www.mountainproject.com/route/107122332/the-infidel,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.8,4,Lead,Onsight,Sport,,75,5500
2021-10-01,There Goes the Neighborhood,5.11c,Ομάδα ένα έως έντεκα,https://www.mountainproject.com/route/106283004/there-goes-the-neighborhood,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.7,4,Lead,Redpoint,Sport,5.11c,95,5200
2021-10-01,Prime Directive,5.11b,十三，九,https://www.mountainproject.com/route/105869244/prime-directive,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.6,3,Lead,Redpoint,Sport,5.11b,100,4900
2021-10-01,Hardcore Jollies,5.12a,"Hogeita hamar, hemeretzi",https://www.mountainproject.com/route/105868713/hardcore-jollies,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,2.7,3,Lead,Onsight,Sport,,50,6600
2021-08-10,Manic Impression,5.10a,neljä viisi,https://www.mountainproject.com/route/105866451/manic-impression,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,3.2,4,Lead,Onsight,Sport,5.10a,95,2600
2021-08-01,Funkadelic,5.10b PG13,"undeviginti, duodecim",https://www.mountainproject.com/route/105866459/funkadelic,1,Kentucky > Red River Gorge > Northern Gorge > Funk Rock City,2.9,2,Lead,Onsight,Sport,5.10a,95,2900
2021-07-01,Autumn,5.9,hiji dua puluh,https://www.mountainproject.com/route/105868022/autumn,1,Kentucky > Red River Gorge > Northern Gorge > Long Wall,3.7,2,Lead,Onsight,Trad,5.9,80,2400
2021-06-14,Rock Wars,5.10a,Տասնյոթ վեց,https://www.mountainproject.com/route/105868000/rock-wars,1,Kentucky > Red River Gorge > Northern Gorge > Long Wall,3.9,4,Lead,Onsight,Trad,5.10a,110,2600
2020-11-02,Return of Manimal,5.10c/d,Sáu bốn,https://www.mountainproject.com/route/106061901/return-of-manimal,1,Kentucky > Red River Gorge > Muir Valley > Bruise Brothers Wall,3.5,2,Lead,Onsight,Sport,5.10d,85,3400
2020-11-02,Critters on the Cliff,5.10c,,https://www.mountainproject.com/route/106061920/critters-on-the-cliff,1,Kentucky > Red River Gorge > Muir Valley > Bruise Brothers Wall,3.1,1,Lead,Onsight,Sport,5.10c,75,3200
2020-10-02,Bitter Ray of Sunshine,5.10b,"iwakāluakūmālima, iwakāluakūmākahi",https://www.mountainproject.com/route/106451181/bitter-ray-of-sunshine,1,Kentucky > Red River Gorge > Muir Valley > The Great Wall,3,2,Lead,Onsight,Sport,5.10b,55,2900
2020-10-02,Edge-a-Sketch,5.11a,,https://www.mountainproject.com/route/106657106/edge-a-sketch,1,Kentucky > Red River Gorge > Muir Valley > The Great Wall,3.2,2,Lead,Onsight,Sport,5.11a,70,4600
2020-10-02,Rat Stew,5.10a,द्वादशसंख्या विंशतिसंख्या च,https://www.mountainproject.com/route/106061906/rat-stew,1,Kentucky > Red River Gorge > Muir Valley > Bruise Brothers Wall,3.2,2,Lead,Onsight,Sport,5.10a,75,2600
2020-10-01,Dynabolt Gold,5.10a,,https://www.mountainproject.com/route/106422472/dynabolt-gold,1,Kentucky > Red River Gorge > Muir Valley > The Great Wall,3.1,2,Lead,Onsight,Sport,5.10a,70,2600
2020-10-01,Momma Cindy,5.11a,"ceithre is fiche, cúig",https://www.mountainproject.com/route/106915673/momma-cindy,1,Kentucky > Red River Gorge > Muir Valley > The Great Wall,3.1,2,Lead,Onsight,Sport,5.11a,70,4600
2020-09-01,Creature Feature,5.9,여덟과 열다섯,https://www.mountainproject.com/route/105889536/creature-feature,1,Kentucky > Red River Gorge > Northern Gorge > Phantasia,3.2,2,Lead,Onsight,Sport,5.9,70,2400
2020-09-01,Bathtub Mary,5.11a,,https://www.mountainproject.com/route/106862482/bathtub-mary,1,Kentucky > Red River Gorge > Muir Valley > The Arsenal,3.7,3,Lead,Redpoint,Sport,5.11a,70,4600
2020-08-01,Creep Show,5.10d,neljä kahdeksantoista,https://www.mountainproject.com/route/105889540/creep-show,1,Kentucky > Red River Gorge > Northern Gorge > Phantasia,3.5,2,Lead,Redpoint,Sport,5.10d,70,3500
